,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil
30,37.0,25.0,"baucau, timor-leste",tetun-dili1,tetun-dili,female,1001,timor-leste,True,,,,1.0,1.0
31,38.0,4.0,"madang, madang province, papua new guinea",tok,tok,male,380,papua new guinea,True,,,,1.0,1.0
32,27.0,9.0,"virginia, south africa",afrikaans1,afrikaans,female,1,south africa,False,,,,0.2463768115942029,0.38752362948960295
33,40.0,5.0,"pretoria, south africa",afrikaans2,afrikaans,male,2,south africa,False,,,,0.0,0.0
34,43.0,4.0,"pretoria, transvaal, south africa",afrikaans3,afrikaans,male,418,south africa,False,,,,0.043478260869565216,0.0706004140786749
35,26.0,8.0,"pretoria, south africa",afrikaans4,afrikaans,male,1159,south africa,False,,,,0.057971014492753624,0.11258139046418825
36,19.0,6.0,"cape town, south africa",afrikaans5,afrikaans,male,1432,south africa,False,,,,0.15942028985507245,0.25465838509316774
37,25.0,15.0,"diekabo, ivory coast",agni1,agni,male,3,ivory coast,False,,,,0.391304347826087,0.6066889632107023
38,41.0,5.0,"accra, ghana",akan1,akan,male,979,ghana,False,,,,0.391304347826087,0.5933627389203949
39,19.0,6.0,"prishtina, kosovo",albanian1,albanian,male,4,kosovo,False,,,,0.15942028985507245,0.22624798711755234
40,33.0,15.0,"tirana, albania",albanian2,albanian,male,5,albania,False,,,,0.2463768115942029,0.4047764849969382
41,44.0,35.0,"tirana, albania",albanian3,albanian,male,458,albania,False,,,,0.30434782608695654,0.47490023104389834
42,33.0,28.0,"mitrovice, kosovo",albanian4,albanian,male,868,kosovo,False,,,,0.18840579710144928,0.21891685736079336
43,31.0,11.0,"vlore, albania",albanian5,albanian,male,946,albania,False,,,,0.30434782608695654,0.45368620037807195
44,25.0,11.0,"prishtina, kosovo",albanian6,albanian,female,1081,kosovo,False,,,,0.2028985507246377,0.2809661835748791
45,45.0,11.0,"prishtina, kosovo",albanian7,albanian,female,1403,kosovo,False,,,,0.08695652173913043,0.15196687370600415
46,43.0,9.0,"prishtina, kosovo",albanian8,albanian,female,1404,kosovo,False,,,,0.13043478260869565,0.1868175501290451
47,22.0,6.0,"tirana, albania",albanian9,albanian,female,1706,albania,False,,,,0.11594202898550725,0.21844150388573824
48,37.0,32.0,"tata, morocco",amazigh1,amazigh,male,601,morocco,False,,,,1.0,1.0
49,39.0,16.0,"ouarzazat, morocco",amazigh2,amazigh,male,1498,morocco,False,,,,0.30434782608695654,0.49569418189455994
50,20.0,5.0,"addis ababa, ethiopia",amharic1,amharic,female,6,ethiopia,False,,,,0.4057971014492754,0.6184295911745619
51,29.0,19.0,"gonder, ethiopia",amharic10,amharic,female,998,ethiopia,False,,,,1.0,1.0
52,24.0,17.0,"addis ababa, ethiopia",amharic11,amharic,female,1129,ethiopia,False,,,,0.2318840579710145,0.35072463768115936
53,26.0,15.0,"addis ababa, ethiopia",amharic12,amharic,female,1130,ethiopia,False,,,,0.3188405797101449,0.4704269486878182
54,28.0,6.0,"addis ababa, ethiopia",amharic13,amharic,female,1131,ethiopia,False,,,,0.2318840579710145,0.3687600644122383
55,31.0,12.0,"addis ababa, ethiopia",amharic14,amharic,male,1515,ethiopia,False,,,,0.4492753623188406,0.663936147868095
56,23.0,6.0,"addis ababa, ethiopia",amharic15,amharic,male,1516,ethiopia,False,,,,0.4927536231884058,0.6947603121516165
57,36.0,11.0,"werder, ethiopia",amharic16,amharic,male,1854,ethiopia,False,,,,0.21739130434782608,0.38752362948960295
58,21.0,9.0,"addis ababa, ethiopia",amharic17,amharic,male,1906,ethiopia,False,,,,0.21739130434782608,0.36462927956311697
59,20.0,2.0,"addis ababa, ethiopia",amharic18,amharic,female,2017,ethiopia,False,,,,0.057971014492753624,0.09813664596273286
60,19.0,10.0,"tefki, ethiopia",amharic19,amharic,female,2132,ethiopia,False,,,,0.07246376811594203,0.12525879917184268
61,23.0,7.0,"arba minch, ethiopia",amharic2,amharic,male,7,ethiopia,False,,,,1.0,1.0
62,52.0,24.0,"addis ababa, ethiopia",amharic20,amharic,female,2135,ethiopia,False,,,,0.34782608695652173,0.5103799451625539
63,27.0,8.0,"addis ababa, ethiopia",amharic3,amharic,male,8,ethiopia,False,,,,0.36231884057971014,0.5474520804114071
64,20.0,7.0,"addis ababa, ethiopia",amharic4,amharic,male,9,ethiopia,False,,,,1.0,1.0
65,31.0,7.0,"addis ababa, ethiopia",amharic5,amharic,male,10,ethiopia,False,,,,0.2753623188405797,0.4510320597277119
66,31.0,4.0,"addis ababa, ethiopia",amharic6,amharic,female,985,ethiopia,False,,,,0.2463768115942029,0.43205208989708044
67,38.0,13.0,"addis ababa, ethiopia",amharic7,amharic,male,989,ethiopia,False,,,,0.11594202898550725,0.1926065952530981
68,30.0,12.0,"addis ababa, ethiopia",amharic8,amharic,female,990,ethiopia,False,,,,1.0,1.0
69,40.0,12.0,"addis ababa, ethiopia",amharic9,amharic,male,991,ethiopia,False,,,,1.0,1.0
70,38.0,12.0,"riyadh, saudi arabia",arabic1,arabic,female,11,saudi arabia,False,,,,1.0,1.0
71,26.0,5.0,"cairo, egypt",arabic10,arabic,male,12,egypt,False,,,,0.10144927536231885,0.14955716586151369
72,40.0,10.0,"beirut, lebanon",arabic100,arabic,female,2159,lebanon,False,,,,0.18840579710144928,0.29720960415314734
73,21.0,10.0,"doha, qatar",arabic101,arabic,male,2160,qatar,False,,,,0.3333333333333333,0.4896917738313942
74,22.0,3.0,"jiddah, saudi arabia",arabic102,arabic,male,2161,saudi arabia,False,,,,0.11594202898550725,0.1898346601347214
75,30.0,14.0,"monastir, tunisia",arabic11,arabic,female,13,tunisia,False,,,,0.17391304347826086,0.26885108170552396
76,32.0,11.0,"baghdad, iraq",arabic12,arabic,male,14,iraq,False,,,,0.2898550724637681,0.4019832189168574
77,25.0,15.0,"zabbougha, lebanon",arabic13,arabic,male,15,lebanon,False,,,,0.10144927536231885,0.18073316283034957
78,47.0,11.0,"amman, jordan",arabic14,arabic,male,428,jordan,False,,,,1.0,1.0
79,40.0,33.0,"qayrawan, tunisia",arabic15,arabic,male,437,tunisia,False,,,,0.43478260869565216,0.5663466967814794
80,22.0,16.0,"meknes, morocco",arabic16,arabic,male,471,morocco,False,,,,0.3188405797101449,0.5089514066496164
81,35.0,15.0,"settat, morocco",arabic17,arabic,male,512,morocco,False,,,,0.2318840579710145,0.3785166240409207
82,18.0,6.0,"kuwait city, kuwait",arabic18,arabic,male,539,kuwait,False,,,,0.2463768115942029,0.3962732919254658
83,43.0,18.0,"khouribga, morocco",arabic19,arabic,male,625,morocco,False,,,,0.34782608695652173,0.5036728211236847
84,18.0,2.5,"damascus, syria",arabic2,arabic,male,16,syria,False,,,,0.07246376811594203,0.12525879917184268
85,36.0,12.0,"chtaura, beqa valley, lebanon",arabic20,arabic,male,643,lebanon,False,,,,0.15942028985507245,0.26885108170552396
86,46.0,30.0,"beirut, lebanon",arabic21,arabic,female,670,lebanon,False,,,,0.08695652173913043,0.15409207161125316
87,23.0,10.0,"abu dhabi, united arab emirates",arabic22,arabic,female,920,united arab emirates,False,,,,0.30434782608695654,0.4882779198635976
88,42.0,13.0,"al mahalla, egypt",arabic23,arabic,male,927,egypt,False,,,,0.14492753623188406,0.2438563327032136
89,40.0,7.0,"cairo, egypt",arabic24,arabic,male,970,egypt,False,,,,1.0,1.0
90,38.0,5.0,"ramun, israel (occupied territory)",arabic25,arabic,male,1011,israel (occupied territory),False,,,,0.14492753623188406,0.2120309708159619
91,43.0,14.0,"amman, jordan",arabic26,arabic,female,1012,jordan,False,,,,0.2898550724637681,0.4557165861513688
92,70.0,10.0,"jerusalem, israel",arabic27,arabic,male,1013,israel,False,,,,1.0,1.0
93,30.0,12.0,"al-ayn, united arab emirates",arabic28,arabic,male,1115,united arab emirates,False,,,,1.0,1.0
94,19.0,17.0,"doha, qatar",arabic29,arabic,male,1116,qatar,False,,,,0.4492753623188406,0.5895577852099592
95,24.0,9.0,"doha, qatar",arabic3,arabic,male,17,qatar,False,,,,1.0,1.0
96,19.0,8.0,"riyadh, saudi arabia",arabic30,arabic,female,1133,saudi arabia,False,,,,0.2898550724637681,0.3804347826086957
97,47.0,12.0,"baghdad, iraq",arabic31,arabic,female,1181,iraq,False,,,,1.0,1.0
98,42.0,12.0,"baghdad, iraq",arabic32,arabic,male,1203,iraq,False,,,,0.18840579710144928,0.29342575089266965
99,28.0,11.0,"baghdad, iraq",arabic33,arabic,female,1204,iraq,False,,,,1.0,1.0
100,34.0,6.0,"kuwait city, kuwait",arabic34,arabic,female,1253,kuwait,False,,,,0.014492753623188406,0.028775467338794325
101,56.0,16.0,"jiddah, saudi arabia",arabic35,arabic,male,1391,saudi arabia,False,,,,0.2608695652173913,0.40999789960092425
102,36.0,6.0,"jiddah, saudi arabia",arabic36,arabic,male,1392,saudi arabia,False,,,,0.3333333333333333,0.4557165861513688
103,18.0,16.0,"jiddah, saudi arabia",arabic37,arabic,male,1393,saudi arabia,False,,,,0.17391304347826086,0.24702574086091278
104,19.0,9.0,"shady grove, maryland, usa",arabic38,arabic,female,1394,usa,False,,,,0.08695652173913043,0.13967653854232298
105,22.0,5.0,"jiddah, saudi arabia",arabic39,arabic,male,1405,saudi arabia,False,,,,0.37681159420289856,0.5746691871455576
106,19.0,6.0,"sharjah, united arab emirates",arabic4,arabic,male,18,united arab emirates,False,,,,0.21739130434782608,0.36462927956311697
107,19.0,13.0,"jiddah, saudi arabia",arabic40,arabic,male,1420,saudi arabia,False,,,,0.2318840579710145,0.382527046335987
108,25.0,7.0,"riyadh, saudi arabia",arabic41,arabic,male,1421,saudi arabia,False,,,,0.4492753623188406,0.6156442326781815
109,21.0,13.0,"jiddah, saudi arabia",arabic42,arabic,male,1422,saudi arabia,False,,,,1.0,1.0
110,29.0,8.0,"beirut, lebanon",arabic43,arabic,female,1426,lebanon,False,,,,0.2753623188405797,0.43205208989708044
111,29.0,7.0,"jiddah, saudi arabia",arabic44,arabic,female,1455,saudi arabia,False,,,,0.17391304347826086,0.25100644122383253
112,32.0,12.0,"fort collins, colorado, usa",arabic45,arabic,female,1456,usa,False,,,,1.0,1.0
113,28.0,13.0,"jiddah, saudi arabia",arabic46,arabic,male,1457,saudi arabia,False,,,,0.2898550724637681,0.4019832189168574
114,39.0,16.0,"jiddah, saudi arabia",arabic47,arabic,male,1458,saudi arabia,False,,,,1.0,1.0
115,29.0,12.0,"mecca, saudi arabia",arabic48,arabic,male,1459,saudi arabia,False,,,,0.463768115942029,0.6850931677018633
116,26.0,8.0,"medina, saudi arabia",arabic49,arabic,male,1460,saudi arabia,False,,,,0.5362318840579711,0.5953825412874958
117,19.0,15.0,"casablanca, morocco",arabic5,arabic,female,19,morocco,False,,,,0.2028985507246377,0.30351966873706004
118,36.0,22.0,"jiddah, saudi arabia",arabic50,arabic,male,1461,saudi arabia,False,,,,0.2608695652173913,0.4130434782608695
119,23.0,12.0,"jiddah, saudi arabia",arabic51,arabic,male,1486,saudi arabia,False,,,,0.08695652173913043,0.16635160680529315
120,21.0,9.0,"jiddah, saudi arabia",arabic52,arabic,female,1487,saudi arabia,False,,,,0.014492753623188406,0.028775467338794325
121,36.0,17.0,"rabat, morocco",arabic53,arabic,male,1526,morocco,False,,,,0.3333333333333333,0.5221717499459225
122,22.0,7.0,"baghdad, iraq",arabic54,arabic,male,1565,iraq,False,,,,0.043478260869565216,0.0706004140786749
123,70.0,33.0,"beirut, lebanon",arabic55,arabic,male,1569,lebanon,False,,,,0.2318840579710145,0.35528559249786873
124,43.0,12.0,"ain defla, algeria",arabic56,arabic,male,1677,algeria,False,,,,0.2028985507246377,0.341314849821466
125,28.0,17.0,"beirut, lebanon",arabic57,arabic,female,1699,lebanon,False,,,,0.11594202898550725,0.20414078674948244
126,34.0,9.0,"baghdad, iraq",arabic58,arabic,male,1700,iraq,False,,,,0.3333333333333333,0.48362120309708156
127,55.0,9.0,"irbid, jordan",arabic59,arabic,male,1702,jordan,False,,,,0.14492753623188406,0.24045723617064707
128,21.0,14.5,"sanaa, yemen",arabic6,arabic,male,20,yemen,False,,,,0.2608695652173913,0.3911030595813205
129,60.0,14.0,"cairo, egypt",arabic60,arabic,male,1711,egypt,False,,,,0.08695652173913043,0.16635160680529315
130,20.0,7.0,"manama, bahrain",arabic61,arabic,male,1753,bahrain,False,,,,0.08695652173913043,0.16635160680529315
131,19.0,18.0,"ad dammam, saudi arabia",arabic62,arabic,male,1768,saudi arabia,False,,,,1.0,1.0
132,28.0,10.0,"bani walid, libya",arabic63,arabic,female,1769,libya,False,,,,1.0,1.0
133,23.0,6.0,"riyadh, saudi arabia",arabic64,arabic,male,1777,saudi arabia,False,,,,0.13043478260869565,0.23273657289002558
134,32.0,10.0,"samail, oman",arabic65,arabic,female,1778,oman,False,,,,0.21739130434782608,0.3737060041407868
135,50.0,14.0,"medina, saudi arabia",arabic66,arabic,male,1784,saudi arabia,False,,,,1.0,1.0
136,43.0,22.0,"nasriah, iraq",arabic67,arabic,male,1785,iraq,False,,,,0.2608695652173913,0.37217391304347824
137,20.0,6.0,"london, uk",arabic68,arabic,male,1805,uk,False,,,,0.18840579710144928,0.27124951037994516
138,55.0,15.0,"kerma, sudan",arabic69,arabic,female,1810,sudan,False,,,,0.6231884057971014,0.837458193979933
139,18.0,15.0,"casablanca, morocco",arabic7,arabic,female,21,morocco,False,,,,0.2318840579710145,0.2993156199677939
140,47.0,16.0,"casablanca, morocco",arabic70,arabic,male,1827,morocco,False,,,,0.2463768115942029,0.4013213981244672
141,29.0,21.0,"kuwait city, kuwait",arabic71,arabic,female,1828,kuwait,False,,,,0.17391304347826086,0.2894468258828332
142,20.0,11.0,"baghdad, iraq",arabic72,arabic,female,1832,iraq,False,,,,0.2318840579710145,0.40999789960092425
143,47.0,7.0,"nazareth, israel",arabic73,arabic,female,1841,israel,False,,,,0.10144927536231885,0.16635160680529315
144,18.0,4.0,"alexandria, egypt",arabic74,arabic,male,1870,egypt,False,,,,0.18840579710144928,0.32165260653255456
145,26.0,2.0,"riyadh, saudi arabia",arabic75,arabic,female,1885,saudi arabia,False,,,,0.057971014492753624,0.09953111679454385
146,25.0,4.0,"jiddah, saudi arabia",arabic76,arabic,male,1892,saudi arabia,False,,,,0.08695652173913043,0.13757909777505617
147,18.0,4.0,"ad dammam, saudi arabia",arabic77,arabic,female,1894,saudi arabia,False,,,,0.08695652173913043,0.15196687370600415
148,19.0,3.0,"washington, district of columbia, usa",arabic78,arabic,female,1897,usa,False,,,,0.07246376811594203,0.12702472293265132
149,24.0,13.0,"medina, saudi arabia",arabic79,arabic,female,1899,saudi arabia,False,,,,0.14492753623188406,0.24702574086091278
150,21.0,17.0,"casablanca, morocco",arabic8,arabic,male,22,morocco,False,,,,0.2028985507246377,0.341314849821466
151,25.0,11.0,"najran, saudi arabia",arabic80,arabic,male,1901,saudi arabia,False,,,,0.4492753623188406,0.6138443935926774
152,22.0,17.0,"riyadh, saudi arabia",arabic81,arabic,male,1914,saudi arabia,False,,,,0.17391304347826086,0.2753623188405797
153,42.0,12.0,"damascus, syria",arabic82,arabic,male,1917,syria,False,,,,0.14492753623188406,0.24045723617064707
154,22.0,21.0,"riyadh, saudi arabia",arabic83,arabic,male,1920,saudi arabia,False,,,,0.3333333333333333,0.5296999387630128
155,26.0,12.0,"medina, saudi arabia",arabic84,arabic,female,1927,saudi arabia,False,,,,0.14492753623188406,0.22624798711755234
156,24.0,14.0,"ad dammam, saudi arabia",arabic85,arabic,female,1963,saudi arabia,False,,,,0.11594202898550725,0.21844150388573824
157,28.0,3.0,"cairo, egypt",arabic86,arabic,male,1964,egypt,False,,,,0.014492753623188406,0.028775467338794325
158,49.0,10.0,"kuwait city, kuwait",arabic87,arabic,female,2005,kuwait,False,,,,0.2463768115942029,0.40999789960092425
159,19.0,4.0,"beirut, lebanon",arabic88,arabic,female,2008,lebanon,False,,,,0.18840579710144928,0.29342575089266965
160,35.0,19.0,"baghdad, iraq",arabic89,arabic,female,2022,iraq,False,,,,0.21739130434782608,0.3089140361326186
161,28.0,4.0,"jerusalem, israel",arabic9,arabic,female,23,israel,False,,,,0.07246376811594203,0.12525879917184268
162,23.0,12.0,"tripoli, libya",arabic90,arabic,female,2036,libya,False,,,,0.391304347826087,0.5673717195456326
163,57.0,12.0,"riyadh, saudi arabia",arabic91,arabic,female,2086,saudi arabia,False,,,,1.0,1.0
164,36.0,10.0,"baghdad, iraq",arabic92,arabic,male,2087,iraq,False,,,,1.0,1.0
165,27.0,10.0,"baghdad, iraq",arabic93,arabic,female,2112,iraq,False,,,,1.0,1.0
166,24.0,9.0,"abu dhabi, united arab emirates",arabic94,arabic,female,2114,united arab emirates,False,,,,0.043478260869565216,0.08506616257088839
167,31.0,10.0,"kuwait city, kuwait",arabic95,arabic,female,2143,kuwait,False,,,,1.0,1.0
168,21.0,7.0,"riyadh, saudi arabia",arabic96,arabic,male,2153,saudi arabia,False,,,,0.14492753623188406,0.24045723617064707
169,19.0,4.0,"sharjah, united arab emirates",arabic97,arabic,female,2154,united arab emirates,False,,,,0.2608695652173913,0.40999789960092425
170,19.0,4.0,"ras al khaimah, united arab emirates",arabic98,arabic,female,2155,united arab emirates,False,,,,0.18840579710144928,0.30078037904124855
171,25.0,16.0,"ad dammam, saudi arabia",arabic99,arabic,female,2157,saudi arabia,False,,,,1.0,1.0
172,19.0,9.0,"yerevan, armenia",armenian1,armenian,female,24,armenia,False,,,,0.2898550724637681,0.4562952898550724
173,44.0,7.0,"tehran, iran",armenian2,armenian,female,435,iran,False,,,,0.2463768115942029,0.4013213981244672
174,54.0,12.0,"yerevan, armenia",armenian3,armenian,female,849,armenia,False,,,,0.17391304347826086,0.29720960415314734
175,27.0,12.0,"tbilisi, republic of georgia",armenian4,armenian,female,947,republic of georgia,False,,,,0.11594202898550725,0.21844150388573824
176,21.0,15.0,"yerevan, armenia",armenian5,armenian,female,997,armenia,False,,,,0.3333333333333333,0.509899979587671
177,23.0,11.0,"armavir, russia",armenian6,armenian,male,1228,russia,False,,,,0.463768115942029,0.6899909420289855
178,31.0,10.0,"tehran, iran",armenian7,armenian,male,1505,iran,False,,,,0.34782608695652173,0.5233273774071867
179,50.0,35.0,"yerevan, armenia",armenian8,armenian,female,1710,armenia,False,,,,0.37681159420289856,0.568075117370892
180,42.0,1.0,"accra, ghana",ashanti1,ashanti,female,1977,ghana,False,,,,0.3188405797101449,0.5089514066496164
181,24.0,14.0,"naxcivan, azerbaijan",azerbaijani1,azerbaijani,male,25,azerbaijan,False,,,,0.18840579710144928,0.29720960415314734
182,42.0,40.0,"baku, azerbaijan",azerbaijani2,azerbaijani,female,434,azerbaijan,False,,,,1.0,1.0
183,31.0,16.0,"baku, azerbaijan",azerbaijani3,azerbaijani,male,1791,azerbaijan,False,,,,0.4057971014492754,0.6006177239249229
184,40.0,30.0,"douala, cameroon",bafang1,bafang,male,26,cameroon,False,,,,1.0,1.0
185,38.0,6.0,"douala, cameroon",bafang2,bafang,male,992,cameroon,False,,,,0.5217391304347826,0.7165631469979296
186,31.0,29.0,"conakry, guinea",baga1,baga,male,27,guinea,False,,,,1.0,1.0
187,43.0,40.0,"jianchuan, yunnan, china",bai1,bai,female,28,china,False,,,,1.0,1.0
188,15.5,12.0,"bamako, mali",bambara1,bambara,female,29,mali,False,,,,0.07246376811594203,0.13967653854232298
189,26.0,18.0,"bamako, mali",bambara2,bambara,female,30,mali,False,,,,0.2608695652173913,0.42006688963210703
190,22.0,12.0,"bamako, mali",bambara3,bambara,male,413,mali,False,,,,0.43478260869565216,0.6240409207161125
191,26.0,14.0,"goudiri, senegal",bambara4,bambara,male,787,senegal,False,,,,0.5072463768115942,0.7427011132115102
192,23.0,21.0,"segou, mali",bambara5,bambara,female,969,mali,False,,,,0.391304347826087,0.5490916513574199
193,31.0,15.0,"foumban, cameroon",bamun1,bamun,female,31,cameroon,False,,,,0.3333333333333333,0.5149319279754062
194,34.0,6.0,"khartoum, sudan",bari1,bari,male,1029,sudan,False,,,,0.3188405797101449,0.4824016563146998
195,36.0,7.0,"khartoum, sudan",bari2,bari,male,1030,sudan,False,,,,1.0,1.0
196,69.0,34.0,"vizcaya, spain",basque1,basque,female,32,spain,False,,,,1.0,1.0
197,50.0,19.0,"guernica, spain",basque2,basque,male,33,spain,False,,,,0.391304347826087,0.5807453416149069
198,54.0,10.0,"erding, bavaria, germany",bavarian1,bavarian,female,687,germany,False,,,,0.36231884057971014,0.5553359683794467
199,52.0,10.0,"berchtesgaden, germany",bavarian2,bavarian,female,1045,germany,False,,,,0.07246376811594203,0.12525879917184268
200,25.0,11.0,"chamiancy, vilejka, belarus",belarusan1,belarusan,male,417,belarus,False,,,,0.2028985507246377,0.3368034292712798
201,43.0,12.0,"minsk, belarus",belarusan2,belarusan,female,650,belarus,False,,,,0.5217391304347826,0.7382246376811594
202,18.0,6.0,"gomel, belarus",belarusan3,belarusan,male,2166,belarus,False,,,,0.2028985507246377,0.35072463768115936
203,23.0,16.0,"dhaka, bangladesh",bengali1,bengali,male,34,bangladesh,False,,,,0.30434782608695654,0.49569418189455994
204,18.0,3.0,"dhaka, bangladesh",bengali10,bengali,female,1009,bangladesh,False,,,,0.07246376811594203,0.13967653854232298
205,34.0,3.5,"durgapur, west bengal, india",bengali11,bengali,male,1018,india,False,,,,0.043478260869565216,0.08506616257088839
206,25.0,4.0,"sylhet, bangladesh",bengali12,bengali,female,1682,bangladesh,False,,,,0.2463768115942029,0.38752362948960295
207,33.0,10.0,"dhaka, bangladesh",bengali13,bengali,female,1825,bangladesh,False,,,,0.13043478260869565,0.20414078674948244
208,26.0,4.0,"kolkata, india",bengali14,bengali,male,1973,india,False,,,,0.2463768115942029,0.4013213981244672
209,46.0,8.0,"dhaka, bangladesh",bengali15,bengali,female,2004,bangladesh,False,,,,1.0,1.0
210,24.0,6.0,"dhaka, bangladesh",bengali16,bengali,female,2073,bangladesh,False,,,,0.391304347826087,0.5425848719475879
211,19.0,6.0,"sylhet, bangladesh",bengali17,bengali,female,2139,bangladesh,False,,,,0.15942028985507245,0.27929606625258796
212,25.0,2.0,"lusaka, zambia",bengali2,bengali,female,35,zambia,False,,,,0.057971014492753624,0.09953111679454385
213,19.0,5.0,"dhaka, bangladesh",bengali3,bengali,female,36,bangladesh,False,,,,0.15942028985507245,0.29342575089266965
214,24.0,6.0,"chittagong, bangladesh",bengali4,bengali,male,37,bangladesh,False,,,,0.4492753623188406,0.6687370600414079
215,40.0,5.0,"dhaka, bangladesh",bengali5,bengali,female,622,bangladesh,False,,,,0.13043478260869565,0.21844150388573824
216,29.0,4.0,"jamshedpur, jharkhand, india",bengali6,bengali,male,624,india,False,,,,0.10144927536231885,0.16391100224535615
217,49.0,6.0,"mymensingh, bangladesh",bengali7,bengali,male,710,bangladesh,False,,,,0.2753623188405797,0.4671781756180733
218,54.0,5.0,"noakhali, bangladesh",bengali8,bengali,male,709,bangladesh,False,,,,0.4927536231884058,0.7136512388966807
219,61.0,12.0,"kolkata, india",bengali9,bengali,female,987,india,False,,,,0.2608695652173913,0.43205208989708044
220,39.0,37.0,"doboj, bosnia and herzegovina",bosnian1,bosnian,male,38,bosnia and herzegovina,False,,,,0.4492753623188406,0.6758312020460359
221,21.0,10.0,"sarajevo, bosnia and herzegovina",bosnian2,bosnian,male,39,bosnia and herzegovina,False,,,,0.21739130434782608,0.36462927956311697
222,25.0,12.0,"sarajevo, bosnia and herzegovina",bosnian3,bosnian,female,808,bosnia and herzegovina,False,,,,0.2318840579710145,0.382527046335987
223,20.0,11.0,"travnik, bosnia and herzegovina",bosnian4,bosnian,male,943,bosnia and herzegovina,False,,,,0.15942028985507245,0.26885108170552396
224,25.0,6.0,"travnik, bosnia and herzegovina",bosnian5,bosnian,female,944,bosnia and herzegovina,False,,,,0.10144927536231885,0.17826086956521747
225,29.0,22.0,"zenica, bosnia and herzegovina",bosnian6,bosnian,female,1025,bosnia and herzegovina,False,,,,0.34782608695652173,0.5422885572139304
226,24.0,10.0,"gornji vakuf, bosnia and herzegovina",bosnian7,bosnian,female,1058,bosnia and herzegovina,False,,,,0.2318840579710145,0.34601449275362317
227,24.0,15.0,"sarajevo, bosnia and herzegovina",bosnian8,bosnian,female,1082,bosnia and herzegovina,False,,,,0.36231884057971014,0.4967793880837359
